Date,Description,Description - cleaned,Category,Money in,Money Out,Balance
12/08/2025,CARD PAYMENT TO SHELL,Shell,Transport,,22.82,"13,180.05"
12/08/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,24.21,"13,155.84"
13/08/2025,CARD PAYMENT TO LIDL,Lidl,Groceries,,60.33,"13,095.51"
13/08/2025,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,44.75,"13,050.76"
13/08/2025,CARD PAYMENT TO PRET,Pret,Food & Drink,,5.57,"13,045.19"
14/08/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,25.86,"13,019.33"
14/08/2025,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,28.16,"12,991.17"
14/08/2025,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,116.03,"12,875.14"
15/08/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,59.2,"12,815.94"
15/08/2025,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,15.49,"12,800.45"
18/08/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,15.91,"12,784.54"
19/08/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,30.21,"12,754.33"
19/08/2025,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,50.44,"12,703.89"
22/08/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,10.74,"12,693.15"
22/08/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,23.19,"12,669.96"
23/08/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,18.52,"12,651.44"
23/08/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,25.73,"12,625.71"
23/08/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,43.79,"12,581.92"
24/08/2025,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,10.35,"12,571.57"
24/08/2025,CARD PAYMENT TO UBER,Uber,Transport,,42.39,"12,529.18"
24/08/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,48.63,"12,480.55"
25/08/2025,CARD PAYMENT TO SHELL,Shell,Transport,,21.72,"12,458.83"
25/08/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,14.14,"12,444.69"
26/08/2025,CARD PAYMENT TO SHELL,Shell,Transport,,11.91,"12,432.78"
27/08/2025,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,8.75,"12,424.03"
27/08/2025,CARD PAYMENT TO UBER,Uber,Transport,,50.56,"12,373.47"
27/08/2025,CARD PAYMENT TO UBER,Uber,Transport,,13.44,"12,360.03"
29/08/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,32.7,"12,327.33"
29/08/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,9.75,"12,317.58"
30/08/2025,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,28.05,"12,289.53"
31/08/2025,CARD PAYMENT TO UBER,Uber,Transport,,17.77,"12,271.76"
01/09/2025,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2511.14,,"14,782.90"
01/09/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,42.42,"14,740.48"
02/09/2025,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"13,890.48"
02/09/2025,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,13.92,"13,876.56"
03/09/2025,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,26.16,"13,850.40"
03/09/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,6.29,"13,844.11"
03/09/2025,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,6.25,"13,837.86"
05/09/2025,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,55.2,"13,782.66"
05/09/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,50.48,"13,732.18"
07/09/2025,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,44.08,"13,688.10"
09/09/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,37.64,"13,650.46"
09/09/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,55.64,"13,594.82"
10/09/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,60.87,"13,533.95"
10/09/2025,CARD PAYMENT TO SHELL,Shell,Transport,,19.42,"13,514.53"
13/09/2025,CARD PAYMENT TO SHELL,Shell,Transport,,35.67,"13,478.86"
13/09/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,54.13,"13,424.73"
14/09/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,26.08,"13,398.65"
14/09/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,20.29,"13,378.36"
14/09/2025,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,41.12,"13,337.24"
15/09/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,18.55,"13,318.69"
16/09/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,21.93,"13,296.76"
16/09/2025,CARD PAYMENT TO AMAZON,Amazon,Shopping,,42.5,"13,254.26"
16/09/2025,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,38.4,"13,215.86"
18/09/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,21.25,"13,194.61"
18/09/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,18.54,"13,176.07"
18/09/2025,CARD PAYMENT TO LIDL,Lidl,Groceries,,28.07,"13,148.00"
19/09/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,57.77,"13,090.23"
19/09/2025,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,2.72,"13,087.51"
21/09/2025,CARD PAYMENT TO BP,BP,Transport,,47.26,"13,040.25"
21/09/2025,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,11.22,"13,029.03"
22/09/2025,CARD PAYMENT TO APPLE,Apple,Subscriptions,,13.76,"13,015.27"
23/09/2025,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,7.83,"13,007.44"
23/09/2025,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,25.16,"12,982.28"
25/09/2025,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,21.52,"12,960.76"
25/09/2025,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,63.78,"12,896.98"
25/09/2025,CARD PAYMENT TO BP,BP,Transport,,26.57,"12,870.41"
28/09/2025,CARD PAYMENT TO CURRYS,Currys,Shopping,,137.82,"12,732.59"
28/09/2025,CARD PAYMENT TO UBER,Uber,Transport,,41.21,"12,691.38"
28/09/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,43.94,"12,647.44"
29/09/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,45.96,"12,601.48"
29/09/2025,CARD PAYMENT TO IKEA,Ikea,Shopping,,79.52,"12,521.96"
30/09/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,19.53,"12,502.43"
01/10/2025,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2680.73,,"15,183.16"
02/10/2025,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"14,333.16"
02/10/2025,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,6.61,"14,326.55"
02/10/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,60.85,"14,265.70"
02/10/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,35.64,"14,230.06"
03/10/2025,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,92.67,"14,137.39"
03/10/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,24.41,"14,112.98"
04/10/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,10.33,"14,102.65"
04/10/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,16.17,"14,086.48"
05/10/2025,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,46.41,"14,040.07"
05/10/2025,CARD PAYMENT TO AMAZON,Amazon,Shopping,,23.23,"14,016.84"
05/10/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,44.54,"13,972.30"
06/10/2025,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,10.31,"13,961.99"
07/10/2025,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,38.77,"13,923.22"
08/10/2025,CARD PAYMENT TO SHELL,Shell,Transport,,32.61,"13,890.61"
08/10/2025,CARD PAYMENT TO CURRYS,Currys,Shopping,,148.93,"13,741.68"
09/10/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,78.01,"13,663.67"
09/10/2025,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,27.85,"13,635.82"
10/10/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,24.61,"13,611.21"
10/10/2025,CARD PAYMENT TO CURRYS,Currys,Shopping,,127.75,"13,483.46"
11/10/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,30.82,"13,452.64"
12/10/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,14.28,"13,438.36"
13/10/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,40.21,"13,398.15"
13/10/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,28.32,"13,369.83"
14/10/2025,CARD PAYMENT TO IKEA,Ikea,Shopping,,92.28,"13,277.55"
14/10/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,45.23,"13,232.32"
14/10/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,21.66,"13,210.66"
16/10/2025,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,6.8,"13,203.86"
16/10/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,39.02,"13,164.84"
16/10/2025,CARD PAYMENT TO CURRYS,Currys,Shopping,,117.45,"13,047.39"
17/10/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,15.18,"13,032.21"
17/10/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,54.03,"12,978.18"
18/10/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,11.12,"12,967.06"
18/10/2025,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,19.05,"12,948.01"
18/10/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,34.07,"12,913.94"
19/10/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,50.21,"12,863.73"
23/10/2025,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,45.28,"12,818.45"
23/10/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,33.27,"12,785.18"
23/10/2025,CARD PAYMENT TO ALDI,Aldi,Groceries,,43.55,"12,741.63"
24/10/2025,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,3,"12,738.63"
27/10/2025,CARD PAYMENT TO SHELL,Shell,Transport,,32.63,"12,706.00"
28/10/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,75.56,"12,630.44"
28/10/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,34.19,"12,596.25"
28/10/2025,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,42.88,"12,553.37"
29/10/2025,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,8.92,"12,544.45"
31/10/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,34.59,"12,509.86"
01/11/2025,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2468.31,,"14,978.17"
01/11/2025,CARD PAYMENT TO APPLE,Apple,Subscriptions,,6.64,"14,971.53"
02/11/2025,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"14,121.53"
03/11/2025,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,59.51,"14,062.02"
03/11/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,61.86,"14,000.16"
03/11/2025,CARD PAYMENT TO PRET,Pret,Food & Drink,,14.26,"13,985.90"
04/11/2025,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,17.75,"13,968.15"
04/11/2025,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,13.51,"13,954.64"
05/11/2025,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,27.39,"13,927.25"
05/11/2025,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,62.88,"13,864.37"
05/11/2025,CARD PAYMENT TO APPLE,Apple,Subscriptions,,6.43,"13,857.94"
05/11/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,27.53,"13,830.41"
06/11/2025,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,99.65,"13,730.76"
07/11/2025,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,70.91,"13,659.85"
07/11/2025,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,133.01,"13,526.84"
08/11/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,25.15,"13,501.69"
09/11/2025,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,20.42,"13,481.27"
09/11/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,56.35,"13,424.92"
09/11/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,36.88,"13,388.04"
10/11/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,19.58,"13,368.46"
12/11/2025,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,3.8,"13,364.66"
12/11/2025,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,9.34,"13,355.32"
12/11/2025,CARD PAYMENT TO PRET,Pret,Food & Drink,,28.22,"13,327.10"
13/11/2025,CARD PAYMENT TO CURRYS,Currys,Shopping,,176.92,"13,150.18"
13/11/2025,CARD PAYMENT TO SHELL,Shell,Transport,,54.79,"13,095.39"
13/11/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,45.16,"13,050.23"
14/11/2025,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,19.52,"13,030.71"
14/11/2025,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,25.86,"13,004.85"
14/11/2025,CARD PAYMENT TO PRET,Pret,Food & Drink,,23.61,"12,981.24"
16/11/2025,CARD PAYMENT TO AMAZON,Amazon,Shopping,,130.29,"12,850.95"
17/11/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,30.82,"12,820.13"
17/11/2025,CARD PAYMENT TO BP,BP,Transport,,21.13,"12,799.00"
17/11/2025,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,5.61,"12,793.39"
18/11/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,25.16,"12,768.23"
21/11/2025,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,58.92,"12,709.31"
22/11/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,40.44,"12,668.87"
23/11/2025,CARD PAYMENT TO BP,BP,Transport,,37.66,"12,631.21"
23/11/2025,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,7.7,"12,623.51"
24/11/2025,CARD PAYMENT TO PRET,Pret,Food & Drink,,14.54,"12,608.97"
25/11/2025,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,5.11,"12,603.86"
25/11/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,15.9,"12,587.96"
26/11/2025,CARD PAYMENT TO LIDL,Lidl,Groceries,,38.81,"12,549.15"
28/11/2025,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,29.52,"12,519.63"
29/11/2025,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,26.53,"12,493.10"
29/11/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,36.72,"12,456.38"
01/12/2025,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2772.72,,"15,229.10"
01/12/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,52.76,"15,176.34"
01/12/2025,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,15.72,"15,160.62"
02/12/2025,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"14,310.62"
02/12/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,27.27,"14,283.35"
02/12/2025,CARD PAYMENT TO STEAM,Steam,Recreation,,26.73,"14,256.62"
03/12/2025,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,34.75,"14,221.87"
03/12/2025,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,36.13,"14,185.74"
05/12/2025,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,93.67,"14,092.07"
05/12/2025,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,15.93,"14,076.14"
06/12/2025,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,12.09,"14,064.05"
07/12/2025,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,59.76,"14,004.29"
07/12/2025,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,93.8,"13,910.49"
08/12/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,9.5,"13,900.99"
10/12/2025,CARD PAYMENT TO LIDL,Lidl,Groceries,,35.48,"13,865.51"
10/12/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,61.73,"13,803.78"
10/12/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,52.97,"13,750.81"
12/12/2025,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,29.53,"13,721.28"
12/12/2025,CARD PAYMENT TO IKEA,Ikea,Shopping,,46.95,"13,674.33"
12/12/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,34.29,"13,640.04"
15/12/2025,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,79.46,"13,560.58"
17/12/2025,CARD PAYMENT TO TESCO,Tesco,Groceries,,11.23,"13,549.35"
18/12/2025,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,6.97,"13,542.38"
18/12/2025,CARD PAYMENT TO CURRYS,Currys,Shopping,,179.68,"13,362.70"
18/12/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,22.9,"13,339.80"
22/12/2025,CARD PAYMENT TO UBER,Uber,Transport,,44.67,"13,295.13"
23/12/2025,CARD PAYMENT TO UBER,Uber,Transport,,45.08,"13,250.05"
23/12/2025,CARD PAYMENT TO IKEA,Ikea,Shopping,,158.38,"13,091.67"
25/12/2025,CARD PAYMENT TO AMAZON,Amazon,Shopping,,23.91,"13,067.76"
25/12/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,36.79,"13,030.97"
26/12/2025,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,15.37,"13,015.60"
27/12/2025,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,22.57,"12,993.03"
28/12/2025,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,47.81,"12,945.22"
29/12/2025,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,16.47,"12,928.75"
29/12/2025,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,23.84,"12,904.91"
29/12/2025,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,69.63,"12,835.28"
01/01/2026,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2511.64,,"15,346.92"
01/01/2026,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,15.8,"15,331.12"
01/01/2026,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,22.66,"15,308.46"
01/01/2026,CARD PAYMENT TO UBER,Uber,Transport,,17.59,"15,290.87"
02/01/2026,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"14,440.87"
02/01/2026,CARD PAYMENT TO ASDA,Asda,Groceries,,25.39,"14,415.48"
03/01/2026,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,90.61,"14,324.87"
03/01/2026,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,20.83,"14,304.04"
03/01/2026,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,49.37,"14,254.67"
04/01/2026,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,68.44,"14,186.23"
04/01/2026,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,71.51,"14,114.72"
05/01/2026,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,57.45,"14,057.27"
05/01/2026,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,26.03,"14,031.24"
05/01/2026,CARD PAYMENT TO BP,BP,Transport,,55.2,"13,976.04"
06/01/2026,CARD PAYMENT TO STEAM,Steam,Recreation,,59.94,"13,916.10"
07/01/2026,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,48.63,"13,867.47"
07/01/2026,CARD PAYMENT TO LIDL,Lidl,Groceries,,23.63,"13,843.84"
07/01/2026,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,22.53,"13,821.31"
10/01/2026,CARD PAYMENT TO IKEA,Ikea,Shopping,,154.85,"13,666.46"
11/01/2026,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,9.04,"13,657.42"
11/01/2026,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,17.45,"13,639.97"
11/01/2026,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,8.54,"13,631.43"
14/01/2026,CARD PAYMENT TO PRET,Pret,Food & Drink,,7.85,"13,623.58"
14/01/2026,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,53.45,"13,570.13"
15/01/2026,CARD PAYMENT TO BP,BP,Transport,,15.64,"13,554.49"
17/01/2026,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,4.04,"13,550.45"
18/01/2026,CARD PAYMENT TO AMAZON,Amazon,Shopping,,106.31,"13,444.14"
18/01/2026,CARD PAYMENT TO SHELL,Shell,Transport,,57.49,"13,386.65"
19/01/2026,CARD PAYMENT TO STEAM,Steam,Recreation,,43.92,"13,342.73"
19/01/2026,CARD PAYMENT TO AMAZON,Amazon,Shopping,,114.1,"13,228.63"
20/01/2026,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,16.69,"13,211.94"
20/01/2026,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,5.09,"13,206.85"
21/01/2026,CARD PAYMENT TO IKEA,Ikea,Shopping,,151.81,"13,055.04"
22/01/2026,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,14.51,"13,040.53"
22/01/2026,CARD PAYMENT TO STEAM,Steam,Recreation,,11.23,"13,029.30"
23/01/2026,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,163.07,"12,866.23"
23/01/2026,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,170.51,"12,695.72"
24/01/2026,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,28.99,"12,666.73"
25/01/2026,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,6.15,"12,660.58"
26/01/2026,CARD PAYMENT TO IKEA,Ikea,Shopping,,170.09,"12,490.49"
27/01/2026,CARD PAYMENT TO ASDA,Asda,Groceries,,49.4,"12,441.09"
27/01/2026,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,77.31,"12,363.78"
29/01/2026,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,26.72,"12,337.06"
29/01/2026,CARD PAYMENT TO LIDL,Lidl,Groceries,,34.92,"12,302.14"
30/01/2026,CARD PAYMENT TO IKEA,Ikea,Shopping,,47.18,"12,254.96"
30/01/2026,CARD PAYMENT TO STEAM,Steam,Recreation,,26.43,"12,228.53"
31/01/2026,CARD PAYMENT TO UBER,Uber,Transport,,24.37,"12,204.16"
31/01/2026,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,9.51,"12,194.65"
01/02/2026,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2693.12,,"14,887.77"
01/02/2026,CARD PAYMENT TO AMAZON,Amazon,Shopping,,73.08,"14,814.69"
01/02/2026,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,20.64,"14,794.05"
02/02/2026,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"13,944.05"
02/02/2026,CARD PAYMENT TO APPLE,Apple,Subscriptions,,5.68,"13,938.37"
03/02/2026,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,89.8,"13,848.57"
03/02/2026,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,56.33,"13,792.24"
04/02/2026,CARD PAYMENT TO IKEA,Ikea,Shopping,,34.46,"13,757.78"
04/02/2026,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,50.3,"13,707.48"
05/02/2026,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,65.32,"13,642.16"
05/02/2026,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,5.7,"13,636.46"
07/02/2026,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,43.44,"13,593.02"
07/02/2026,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,26.48,"13,566.54"
07/02/2026,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,61.4,"13,505.14"
07/02/2026,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,16.9,"13,488.24"
08/02/2026,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,27.65,"13,460.59"
08/02/2026,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,14.19,"13,446.40"
13/02/2026,CARD PAYMENT TO APPLE,Apple,Subscriptions,,12.09,"13,434.31"
13/02/2026,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,65.46,"13,368.85"
14/02/2026,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,39.47,"13,329.38"
16/02/2026,CARD PAYMENT TO LIDL,Lidl,Groceries,,41.8,"13,287.58"
17/02/2026,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,46.32,"13,241.26"
18/02/2026,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,11.03,"13,230.23"
18/02/2026,CARD PAYMENT TO AMAZON,Amazon,Shopping,,108.08,"13,122.15"
19/02/2026,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,29.2,"13,092.95"
19/02/2026,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,6.89,"13,086.06"
19/02/2026,CARD PAYMENT TO UBER,Uber,Transport,,35,"13,051.06"
20/02/2026,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,10.69,"13,040.37"
20/02/2026,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,10.39,"13,029.98"
21/02/2026,CARD PAYMENT TO BP,BP,Transport,,23,"13,006.98"
21/02/2026,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,47.67,"12,959.31"
21/02/2026,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,15.33,"12,943.98"
23/02/2026,CARD PAYMENT TO LIDL,Lidl,Groceries,,59.44,"12,884.54"
24/02/2026,CARD PAYMENT TO ALDI,Aldi,Groceries,,55.45,"12,829.09"
